type,description,rate,hsn
goods,"Millstones, grindstones, grinding wheels and the like, without frameworks, for grinding, sharpening, polishing, trueing or cutting, hand sharpening or polishing stones, and parts thereof, of natural stone, of agglomerated nllatural or artificial abrasives, or of ceramics, with or without parts of other materials",18,6804
goods,"Natural or artificial abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether or not cut to shape or sewn or otherwise made up",18,6805
goods,"Slag wool, rock wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials; mixtures and articles of heat-insulating, sound-insulating or sound-absorbing mineral materials, other than those of heading 6811 or 6812 or chapter 69",18,6806
goods,Pre cast Concrete Pipes,18,6810
goods,"Articles of asbestos-cement, of cellulose fibre-cement or the like",18,6811
goods,"Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than those of siliceous fossil meals or similar siliceous earths",18,6902
goods,"Other refractory ceramic goods (for example, retorts, crucibles, muffles, nozzles, plugs, supports, cupels, tubes, pipes, sheaths and rods), other than those of siliceous fossil meals or of similar siliceous earths",18,6903
goods,Salt Glazed Stone Ware Pipes,18,6906
goods,"Tableware, kitchenware, other household articles and toilet articles, of porcelain or china",18,6911
goods,"Ceramic tableware, kitchenware, other household articles and toilet articles, other than of porcelain or china [other than Earthen pot and clay lamps]",18,6912
goods,Cullet and other waste and scrap of glass; glass in the mass,18,7001
goods,"Glass in balls (other than microspheres of heading 70.18), rods or tubes, unworked",18,7002
goods,"Carboys, bottles, flasks, jars, pots, phials, ampoules and other containers, of glass, of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures, of glass",18,7010
goods,"Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (other than that of heading 7010 or 7018)",18,7013
goods,"Clock or watch glasses and similar glasses, glasses for non-corrective spectacles, curved, bent, hollowed or the like, not optically worked; hollow glass spheres and their segments, for the manufacture of such glasses",18,7015
goods,"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated",18,7017
goods,"Imitation pearls, imitation precious or semi-precious stones and similar glass smallwares, and articles thereof other than imitation jewellery; glass eyes other than prosthetic articles; statuettes and other ornaments of lamp-worked glass, other than imitaion jewelery; glass microsphers not exceeding 1 mm in diameter",18,7018
goods,"Glass fibres (including glass wool) and articles thereof (for example, yarn, woven fabrics)",18,7019
goods,"Pig iron and spiegeleisen in pigs, blocks or other primary forms",18,7201
goods,Ferro-alloys,18,7202
goods,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99.94%, in lumps, pellets or similar forms",18,7203
goods,Ferrous waste and scrap; remelting scrap ingots of iron or steel,18,7204
goods,"Granules and powders, of pig iron, spiegeleisen, iron or steel",18,7205
goods,Iron and non-alloy steel in ingots or other primary forms (excluding iron of heading 7203),18,7206
goods,Semi-finished products of iron or non-alloy steel,18,7207
goods,All flat-rolled products of iron or non-alloy steel,18,7208 to 7212
goods,"All bars and rods, of iron or non-alloy steel",18,7213 to 7215
goods,"Angles, shapes and sections of iron or non-alloy steel",18,7216
goods,Wire of iron or non-alloy steel,18,7217
goods,Stainless steel in ingots or other primary forms; semi-finished products of stainless steel,18,7218
goods,All flat-rolled products of stainless steel,18,"7219, 7220"
goods,"All bars and rods, of stainless steel",18,"7221, 7222"
goods,Wire of stainless steel,18,7223
goods,Other alloy steel in ingots or other primary forms; semi-finished products of other alloy steel,18,7224
goods,All flat-rolled products of other alloy steel,18,"7225, 7226"
goods,All bars and rods of other alloy steel.,18,"7227, 7228"
goods,Wire of other alloy steel,18,7229
goods,"Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel",18,7301
goods,"Railway or tramway track construction material of iron or steel, the following: rails, check-rails and rack rails, switch blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole plates (base plates), rail clips bedplates, ties and other material specialized for jointing or fixing rails",18,7302
goods,"Tubes, pipes and hollow profiles, of cast iron",18,7303
goods,"Tubes, pipes and hollow profiles, seamless, of iron (other than cast iron) or steel",18,7304
goods,"Other tubes and pipes (for example, welded, riveted or similarly closed), having circular cross‑sections, the external diameter of which exceeds 406.4 mm, of iron or steel",18,7305
goods,"Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel",18,7306
goods,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel",18,7307
goods,"Structures (excluding prefabricated buildings of heading 94.06) and parts of structures (for example, bridges and bridge‑sections, lock‑gates, towers, lattice masts, roofs, roofing frame‑works, doors and windows and their frames and thresholds for doors, and shutters, balustrades, pillars, and columns), of iron or steel; plates, rods, angles, shapes, section, tubes and the like, prepared for using structures, of iron or steel [other than transmission towers]",18,7308
goods,"Reservoirs, tanks, vats and similar containers for any material (other than compressed or liquefied gas), of iron or steel, of a capacity exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",18,7309
goods,"Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment",18,7310
goods,"Containers for compressed or liquefied gas, of iron or steel",18,7311
goods,"Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated",18,7312
goods,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely twisted double wire, of a kind used for fencing, of iron or steel",18,7313
goods,"Cloth (including endless bands), grill, netting and fencing, of iron or steel wire; expanded metal of iron or steel",18,7314
goods,"Chain and parts thereof, of iron or steel falling under 7315 20, 7315 81, 7315, 82, 7315 89, 7315 90",18,7315
goods,"Anchors, grapnels and parts thereof, of iron or steel",18,7316
goods,"Nails, tacks, drawing pins, corrugated nails, staples (other than those of heading 8305) and similar articles, of iron or steel, whether or not with heads of other material, but excluding such articles with heads of copper",18,7317
goods,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel",18,7318
goods,"Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included",18,7319
goods,"Springs and leaves for springs, of iron and steel",18,7320
goods,LPG stoves,18,7321
goods,"Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel",18,7323
goods,"Other cast articles of iron or steel; such as Grinding balls and similar articles for mills, Rudders for ships or boats, Drain covers, Plates and frames for sewage water or similar system",18,7325
goods,"Other articles of iron and steel, forged or stamped, but not further worked; such as Grinding balls and similar articles for mills, articles for automobiles and Earth moving implements, articles of iron or steel Wire, Tyre bead wire rings intended for use in the manufacture of tyres for cycles and cycle-rickshaws, Belt lacing of steel, Belt fasteners for machinery belts, Brain covers, plates, and frames for sewages, water or similar system, Enamelled iron ware (excluding utensil & sign board), Manufactures of stainless steel (excluding utensils), Articles of clad metal",18,7326
goods,Copper mattes; cement copper (precipitated copper),18,7401
goods,Unrefined copper; copper anodes for electrolytic refining,18,7402
